,StoreID,CreationDate,StoreName,StoreAddress,ZCTA,ZIPcode,BoroName,latitude,longitude,Xcoord,Ycoord,Census.2010.PUMA,CD.Code,Census.CD.Name,DiscountCard,OrangesSold,OrangesPrefSold,OrangesBrand,OrangesPrefPrice,OrangesPrefSale,OrangesAlt,OrangesAltBrand,OrangesAltUnit,OrangesAltAmount,OrangesAltPrice,OrangesAltSale,OrangesComments,OrangesOrganic,BananasPrefSold,BananasPrefBrand,BananasPrefPrice,BananasOrganic,BananasPrefSale,StrawberriesPrefSold,StrawberriesPrefBrand,StrawberriesPrefPrice,StrawberriesPrefSale,StrawberriesOrganic,TomatoesSold,TomatoesPrefSold,TomatoesPrefBrand,TomatoesPrefPrice,TomatoesPrefSale,TomatoesAlt,TomatoesAltBrand,TomatoesAltUnit,TomatoesAltAmount,TomatoesAltPrice,TomatoesAltSale,TomatoesComments,TomatoesOrganic,LettuceSold,LettucePrefSold,LettucePrefBrand,LettucePrefPrice,LettucePrefSale,LettuceAlt,LettuceAltBrand,LettuceAltAmount,LettuceAltPrice,LettuceAltSale,LettuceComment,LettuceOrganic,PotatoesSold,PotatoesPrefSold,PotatoesPrefBrand,PotatoesPrefPrice,PotatoesPrefSale,PotatoesAlt,PotatoesAltBrand,PotatoesAltUnit,PotatoesAltAmount,PotatoesAltPrice,PotatoesAltSale,PotatoesComments,PotatoesOrganic,BeefSold,BeefPrefSold,BeefPrefBrand,BeefPrefPrice,BeefPrefSale,BeefAltLean,BeefAlt,BeefAltBrand,BeefAltWeight,BeefAltPrice,BeefAltSale,BeefComment,BeefOrganic,MilkSold,MilkPrefSold,MilkPrefBrand,MilkPrefPrice,MilkPrefSale,MilkAltBrand,MilkAltSize,MilkAltFat,MilkAltPrice,MilkAltSale,MilkComment,MilkOrganic,EggsPrefSold,EggsPrefBrand,EggsPrefPrice,EggsOrganic,EggsPrefSale,BreadSold,BreadPrefSold,BreadPrefBrand,BreadPrefPrice,BreadPrefSale,BreadAlt,BreadAltBrand,BreadAltPrice,BreadAltSale,BreadComment
138,FM0001251901,4/4/2019 19:20,Trade Fair ,89-02 37 AVENUE,11372,11372,QUEENS,40.750441,-73.877649,1018150,212706,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",unknown,yes,no,,,,Navel,Sunkist ,piece,7,2,yes,,no,yes,Dole,0.69,no,,yes,Driscoll’s ,7.99,,no,yes,yes,Magic Sun,1.99,yes,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.79,yes,,,,,,,,no,yes_,yes,Trade Fair label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,yes,Trade Fair ,1.79,no,,yes,yes,Nature’s Own,2.5,,,,,,
139,FM0001261337,4/4/2019 19:21,Key Food,37-54 90 STREET,11372,11372,QUEENS,40.749397,-73.876676,1018420,212326,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",unknown,yes,no,,,,Navel,Sunkist,piece,3,1.29,yes,,no,yes,Dole,0.79,no,yes,yes,Beach Street Farms,5.99,yes,no,yes,yes,Magic Sun,2.39,yes,,,,,,,,no,yes,yes,,1.99,yes,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),4.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Sunshine Farms ,1.99,no,,yes,yes,Urban Meadow,1.79,yes,,,,,
140,FM0001267376,4/26/2019 16:15,Key Food,1215 SUTTER AVENUE,11208,11208,BROOKLYN,40.672611,-73.873076,1019458,184352,3604008,305,"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",unknown,yes,no,,,,Navel,Paramount ,piece,3,2,,,no,yes,Ms. Belinda ,0.59,no,,yes,Well pict,1.99,,no,yes,yes,Double Diamond Farms ,1.99,,,,,,,,,no,yes,yes,,2.99,,,,,,,,no,yes,yes,Green Giant ,0.99,,,,,,,,,no,yes_,yes,Key Food label (store brand),3.49,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Sunshine Farms ,1.99,no,,yes,yes,Urban Meadow Fresh,1.99,,,,,,
141,FM0001280533,7/25/2019 18:22,Food Bazaar,34-20 JUNCTION BOULEVARD,11372,11372,QUEENS,40.754464,-73.872404,1019601,214174,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",unknown,yes,no,,,,Navel,Sunkist,piece,3,2,yes,3 for 2,no,yes,Del monte,0.69,no,,yes,Driscoll,2,yes,no,yes,yes,Canada,1.49,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.79,,,,,,,,,no,yes_,yes,Food Bazaar,5.69,yes,,,,,,,,no,yes,yes,Cream O Land,2.99,,,,,,,,no,yes,Bogopa,1.19,no,,yes,yes,Sara Lee,2,yes,,,,,
142,FM0001293911,5/6/2019 17:27,Key Food,2711 WHITE PLAINS ROAD,10467,10467,BRONX,40.865686,-73.867364,1020936,254698,3603704,211,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,3,2,yes,,no,yes,Ms. Belinda,0.69,no,yes,yes,Naturipe,1.95,yes,no,yes,yes,Double Diamond Farms,2.99,yes,,,,,,,,no,yes,yes,,2.99,yes,,,,,,,no,yes,yes,Green Giant ,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),6.99,,,,,,,,,no,yes,yes,Farmers Choice Dairy ,2.78,yes,,,,,,,no,yes,Sunshine Farms,1.67,no,yes,yes,yes,Nature’s Own ,2.5,,,,,,
143,FM0001296629,4/29/2019 15:19,C-Town,74-39 JAMAICA AVENUE,11421,11421,QUEENS,40.69134,-73.867101,1021105,191178,3604111,409,"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",unknown,yes,no,,,,Navel ,,piece,5,1.99,yes,,no,yes,Bonita ,0.79,no,,yes,Driscoll’s ,1.99,yes,no,yes,yes,Magic Sun,2.99,,,,,,,,,no,yes,yes,,2.49,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,C-Town label (store brand),6.09,,,,,,,,,no,yes,yes,Cream O Land,1.99,,,,,,,,no,yes,Jack’s Egg Farm,1.89,no,yes,yes,yes,Krasdale,1.99,,,,,,
144,FM0001309039,7/25/2019 18:49,Key Food,102-14 37 AVENUE,11368,11368,QUEENS,40.753064,-73.865159,1021609,213667,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",unknown,yes,no,,,,Navel orange,Sunkist,piece,3,1.99,yes,Naranja sonki,no,yes,Belinda,0.79,no,,yes,Foxy,3.99,,no,yes,no,,,,Beef tomato,,pound,1,1.49,,,no,yes,yes,,1.49,,,,,,,,no,yes,yes,,0.89,,,,,,,,,no,yes_,yes,Key Food,5.49,,,,,,,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,yes,Key Food,1.79,no,yes,yes,yes,Urban meadow,1.99,,,,,,
145,FM0001309040,3/11/2019 20:04,Key Food ,102-14 37 AVENUE,11368,11368,QUEENS,40.753064,-73.865159,1021609,213667,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,5,5,,,no,yes,Dole,0.79,no,,yes,Berry boss ,1.99,,no,yes,no,,,,Plum,,pound,1,1.49,,,no,yes,no,,,,Romaine ,Foxy,3 hearts,2.99,,,no,yes,yes,Green Giant,0.99,,,,,,,,,no,yes_,no,,,,85,Lean ground beef,,1.26,6.67,,,no,yes,no,,,,Cream O land ,Quart ,1,1.19,yes,"1%, 1/2 gallon available but no price. ",no,yes,Key Food,1.99,no,,yes,yes,Arnold,2.99,,,,,,
146,FM0001317664,6/6/2019 15:11,Aldi,61-11 JUNCTION BOULEVARD,11374,11374,QUEENS,40.733466,-73.864185,1021890,206527,3604108,406,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",unknown,yes,yes,Sunpacifc ,0.97,,,,,,,,,no,yes,Chiquita ,0.44,no,,yes,Better Berry ,1.99,,no,yes,yes,Intergrow ,1.1,,,,,,,,,no,yes,no,,,,Green leaf ,Dole,1 head ,1.89,,,no,yes,yes,Penn’s Own ,0.4,,,,,,,,,no,yes_,yes,,4.29,,,,,,,,,no,yes,yes,Friendly Farms ,1.99,,,,,,,,no,yes,Goldhen,0.99,no,,yes,yes,L’oven Fresh ,1.49,,,,,,
147,FM0001327521,3/11/2019 20:58,Ideal Food Basket ,99-30 CORONA AVENUE,11368,11368,QUEENS,40.744322,-73.862348,1022393,210483,3604107,404,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",unknown,yes,no,,,,Navel,,piece,5,5,,,no,yes,Dole,0.49,no,,yes,Farm N 4U,2,,no,yes,yes,Bona Fresh,1.99,,,,,,,,,no,yes,yes,,2.5,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,,4.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Ideal Fresh Eggs,1.89,no,,yes,yes,Ideal,1.5,,,,,,
148,FM0001340183,5/2/2019 18:15,C-Town,100 HUGH J GRANT CIRCLE,10472,10472,BRONX,40.83266,-73.861081,1022693,242668,3603709,209,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,5,1.99,yes,,no,yes,Del Monte,0.79,no,,yes,Driscoll’s ,1.67,yes,no,yes,yes,Coppola Farms ,2.29,yes,,,,,,,,no,yes,yes,,1.69,,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,C-Town label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.29,yes,,,,,,,no,yes,Pine Belt Eggs,2.99,no,yes,yes,yes,Gold Medal,1.99,,,,,,
149,FM0001350092,5/2/2019 18:38,Key Food,1511 METROPOLITAN AVENUE,10462,10462,BRONX,40.839343,-73.858671,1023356,245104,3603709,209,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",unknown,yes,no,,,,Navel ,,piece,4,5,,,no,no,,,,,yes,Foxy,1.99,yes,no,yes,yes,Coppola Farms,2.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,Green Giant,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),5.89,,,,,,,,,no,yes,yes,Cream O Land ,2.69,,,,,,,,no,yes,Key Food,1.69,no,,yes,yes,Urban Meadow Fresh ,1.79,,,,,,
150,FM0001360450,5/6/2019 17:49,Foodtown,1000 ALLERTON AVENUE,10469,10469,BRONX,40.865483,-73.858532,1023379,254628,3603704,211,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,3,2,yes,,no,yes,Dole,0.79,no,,yes,Foxy,2.5,yes,no,yes,yes,Sagami,1.99,,,,,,,,,no,yes,yes,,1.99,yes,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Rancher’s Legend,5.69,,,,,,,,,no,yes,yes,Dairy Pure,2.59,,,,,,,,no,yes,Croton Egg Farm,2.39,no,,yes,yes,Arnold,3.69,,,,,,
151,FM0001370283,5/6/2019 18:32,Key Food,4171 WHITE PLAINS ROAD,10466,10466,BRONX,40.892902,-73.85766,1023604,264618,3603702,212,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",unknown,yes,no,,,,Navel ,Sequoia ,piece,5,2,,,no,yes,Ms. Belinda,0.69,no,,yes,Naturipe,1.95,yes,no,yes,yes,Magic Sun,1.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,Green Giant ,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),4.69,,,,,,,,,no,yes,yes,Cream O Land,2.79,,,,,,,,no,yes,Key Food,1.49,no,,yes,yes,Urban meadow fresh ,1.99,,,,,,
152,FM0001375224,3/11/2019 20:36,Key Food,46-20 108 STREET,11368,11368,QUEENS,40.747068,-73.856892,1023903,211486,3604107,404,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",unknown,yes,no,,,,Navel,,piece,6,2,,,no,yes,Dole,0.69,no,,yes,Berry boss,1.67,,no,yes,no,,,,Plum,,piece,1,1.49,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,GPOD,1.2,,,,,,,,,no,yes_,no,,,,80,Lean ground beef,,1.66,4.96,,,no,yes,yes,Cream O Land,2.59,,,,,,,,no,yes,Hillandale Farms,2,no,,yes,yes,Arnold,2.99,,,,,,
153,FM0001388279,5/2/2019 19:04,Key Food ,2722 EAST TREMONT AVENUE,10461,10461,BRONX,40.84243,-73.845151,1027095,246235,3603703,210,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",unknown,yes,no,,,,Navel ,,piece,3,3,,,no,yes,Ms. Belinda,0.79,no,,yes,Naturipe,1.99,,no,yes,no,,,,Plum ,,pound,1,0.99,yes,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,Green Giant ,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),5.49,,,,,,,,,no,yes,yes,Farmers choice dairy ,2.79,,,,,,,,no,yes,Sunshine Farms,2.79,no,,yes,yes,Urban Meadow Fresh ,1.99,,,,,,
154,FM0001393219,4/23/2019 15:37,Key Food,108-27 QUEENS BOULEVARD,11375,11375,QUEENS,40.721297,-73.843607,1027601,202103,3604108,406,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",unknown,yes,no,,,,Navel,,piece,5,5,,,no,yes,Ms. Belinda,0.89,no,,yes,Bobalu,2.5,yes,no,yes,yes,Double Diamond Farms,2.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Key Food label (store brand),7.59,,,,,,,,,no,yes,yes,Farmers Choice Dairy ,2.59,,,,,,,,no,yes,Key Food ,1.69,no,yes,yes,yes,Nature’s own ,2.99,,,,,,
155,FM0001404578,6/5/2019 18:57,Sky Foods,40-24 COLLEGE POINT BOULEVARD,11354,11354,QUEENS,40.757451,-73.834054,1030224,215280,3604103,407,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,5,2.99,,,no,no,,,,,yes,Driscoll’s ,3.99,,no,yes,yes,Intergrow,0.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,no,,,,,Ground beef ,Sky Food label (store brand),1.08,5.39,,,no,yes,yes,Derle hygrade ,2.59,,,,,,,,no,no,,,,,no,,,,,,,,,
156,FM0001411946,7/26/2019 20:59,Key Food,116-34 QUEENS BOULEVARD,11375,11375,QUEENS,40.71596,-73.833346,1030449,200164,3604108,406,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",unknown,yes,no,,,,Navel,,piece,0.4,,,,no,yes,Belinda,0.89,no,,yes,Driscoll,2.98,,no,yes,yes,Policella,1.99,,,,,,,,,no,yes,yes,,0.98,,,,,,,,no,yes,yes,Green Giant,0.99,,,,,,,,,no,yes_,yes,Key Food,6.99,,,,,,,,,no,yes,yes,Cream O Land,2.69,,,,,,,,no,yes,Eggland's Best,2.99,no,,yes,yes,Urban Meadow,1.89,,,,,,
157,FM0001423960,6/5/2019 19:44,H Mart,141-40 NORTHERN BOULEVARD,11354,11354,QUEENS,40.764391,-73.825539,1032578,217813,3604103,407,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",unknown,yes,no,,,,Navel ,Suntreat ,piece,1,0.79,,,no,yes,Chiquita ,0.79,no,,yes,Driscoll’s ,4.99,,no,yes,yes,,0.99,,,,,,,,,no,yes,yes,,1.79,,,,,,,,no,yes,yes,,0.79,,,,,,,,,no,yes_,yes,Meadowland Farms ,6.99,,,,,,,,,no,yes,yes,Dairy Pure,2.79,,,,,,,,no,no,,,,,yes,yes,Pepperidge Farm ,3.99,,,,,,
158,FM0001433534,6/5/2019 19:59,Great Wall Supermarket ,144-50 NORTHERN BOULEVARD,11354,11354,QUEENS,40.764705,-73.822971,1033289,217929,3604103,407,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,4,1.99,,,no,yes,Del Monte ,0.69,no,,yes,Driscoll’s ,2.99,,no,yes,yes,Double Diamond Farms ,1.29,,,,,,,,,no,yes,yes,,1.29,,,,,,,,no,yes,yes,,0.69,,,,,,,,,no,no,,,,,,,,,,,,,yes,yes,Cream O Land ,2.89,,,,,,,,no,no,,,,,yes,yes,Arnold ,3.99,,,,,,
159,FM0001439884,4/29/2019 16:24,Key Food,138-37 QUEENS BOULEVARD,11435,11435,QUEENS,40.708114,-73.817938,1034726,197314,3604106,408,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",unknown,yes,no,,,,Navel ,,piece,6,2,,,no,yes,Ms. Belinda ,0.69,no,,yes,Giant Berry Farms,2.99,yes,yes,yes,yes,,2.99,yes,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.79,,,,,,,,no,yes,Sunshine Farms,2.99,no,,yes,yes,Urban Meadow Farms,1.99,,,,,,
160,FM0001448947,5/3/2019 16:50,C-Town ,134-16 LIBERTY AVENUE,11419,11419,QUEENS,40.691459,-73.812492,1036249,191249,3604113,410,"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,4,2,yes,,no,yes,Chiquita ,0.79,no,yes,yes,Naturipe,1.5,yes,no,yes,yes,Mucci,1.99,yes,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,C-Town label (store brand),4.99,yes,,,,,,,,no,yes,yes,Cream O Land,2.79,,,,,,,,no,yes,Jack’s Egg Farm,1.25,no,yes,yes,yes,Super Beard,1.99,,,,,,
161,FM0001458780,4/29/2019 15:54,Food World,148-35 JAMAICA AVENUE,11435,11435,QUEENS,40.701826,-73.806065,1038023,195030,3604112,412,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",yes,yes,no,,,,Navel ,Sunkist ,piece,5,5,yes,,no,yes,Chiquita ,0.69,no,yes,yes,Well Pict,1.25,yes,no,yes,yes,Millennium ,1.99,yes,,,,,,,,no,yes,no,,,,Green leaf ,,1 head,1.99,yes,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Food world label (store brand),3.99,,,,,,,,,no,yes,yes,Cream O Land,2.29,yes,,,,,,,no,yes,Jack’s Egg Farm ,0.99,no,yes,yes,yes,Urban Meadow Fresh,1.99,,,,,,
162,FM0001471044,5/8/2019 15:27,Foodtown ,47-33 BELL BOULEVARD,11361,11361,QUEENS,40.756438,-73.767468,1048672,214953,3604104,411,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",unknown,yes,no,,,,Navel ,,piece,4,5,yes,,no,yes,Chiquita ,0.79,no,,yes,Foxy ,2.99,yes,no,yes,yes,Backyard Farms,2.49,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Foodtown label (store brand),5.69,,,,,,,,,no,yes,yes,Dairy Pure,2.49,,,,,,,,no,no,,,,,yes,yes,Nature’s Own,2,,,,,,
163,FM0001479595,5/8/2019 16:02,Key Food,214-14 73 AVENUE,11364,11364,QUEENS,40.740363,-73.759711,1050837,209102,3604104,411,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",unknown,yes,no,,,,Large navel ,Sunkist ,piece,4,5,,,no,yes,Ms. Belinda,0.79,no,,yes,Foxy,2.99,,no,yes,yes,Village farms,1.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,1.29,,,,,,,,,no,yes_,yes,Key Food label (store brand),5.99,,,,,,,,,no,yes,yes,Farmers Choice Dairy ,2.79,,,,,,,,no,yes,Key Food ,2.79,no,,yes,yes,Urban meadow fresh ,1.99,,,,,,
